# Tetrahedron method
        6.6793479673        0.7593484380
        6.7259156530        0.7689852047
        6.7724833386        0.7882369743
        6.8190510243        0.8992827398
        6.8656187099        1.1267759664
        6.9121863955        1.1071727073
        6.9587540812        0.5412203779
        7.0053217668        0.4431631714
        7.0518894525        0.3937525149
        7.0984571381        0.3607965820
        7.1450248238        0.3270978382
        7.1915925094        0.2971732536
        7.2381601951        0.2777048976
        7.2847278807        0.2604392555
        7.3312955663        0.2398168744
        7.3778632520        0.2191733249
        7.4244309376        0.2046917521
        7.4709986233        0.1855852876
        7.5175663089        0.1689481302
        7.5641339946        0.1506596814
        7.6107016802        0.1298626204
        7.6572693659        0.1079296736
        7.7038370515        0.0846939224
        7.7504047371        0.0270049964
        7.7969724228        0.0000000000
        7.8435401084        0.0000000000
        7.8901077941        0.0000000000
        7.9366754797        0.0000000000
        7.9832431654        0.0000000000
        8.0298108510        0.0000000000
        8.0763785367        0.0000000000
        8.1229462223        0.0000000000
        8.1695139080        0.0000000000
        8.2160815936        0.0000000000
        8.2626492792        0.0000000000
        8.3092169649        0.0000000000
        8.3557846505        0.0000000000
        8.4023523362        0.0000000000
        8.4489200218        0.0000000000
        8.4954877075        0.0000000000
        8.5420553931        0.0000000000
