x_Li,formation_energy_per_atom
0.431029474362731,-0.22176901
0.6344151701778173,-0.20280674
0.81736178137362,-0.15702179
0.1132873240858316,-0.14796333
0.1524194981902837,-0.14796333
0.5098669008095633,-0.22176901
0.3617062786307859,-0.14796333
0.5598716778039099,-0.19655797
1.0,-0.15702179
0.7008271858104939,-0.16716547
0.9492220670627044,-0.15702179
