x,y_obs,y_calc,y_bkg,struct_Li3PO4,struct_LiFePO4
80.75,0.02,0.01,0.0,0.0,0.01
80.8,0.02,0.01,0.0,0.0,0.01
80.85,0.01,0.01,0.0,0.0,0.01
80.9,0.01,0.01,0.0,0.0,0.01
80.95,0.01,0.01,0.0,0.0,0.01
81.0,0.01,0.01,0.0,0.0,0.01
81.05,0.01,0.01,0.0,0.0,0.01
81.1,0.0,0.01,0.0,0.0,0.0
81.15,0.0,0.01,0.0,0.0,0.0
81.2,0.0,0.01,0.0,0.0,0.0
81.25,0.0,0.0,0.0,0.0,0.0
81.3,0.0,0.0,0.0,0.0,0.0
81.35,0.0,0.0,0.0,0.0,0.0
81.4,0.0,0.0,0.0,0.0,0.0
81.45,0.0,0.0,0.0,0.0,0.0
81.5,0.0,0.0,0.0,0.0,0.0
81.55,0.0,0.0,0.0,0.0,0.0
81.6,0.0,0.0,0.0,0.0,0.0
81.65,0.0,0.0,0.0,0.0,0.0
81.7,0.0,0.0,0.0,0.0,0.0
81.75,0.0,0.0,0.0,0.0,0.0
81.8,0.0,0.0,0.0,0.0,0.0
81.85,0.0,0.0,0.0,0.0,0.0
81.9,0.0,0.0,0.0,0.0,0.0
81.95,0.0,0.0,0.0,0.0,0.0
82.0,0.0,0.0,0.0,0.0,0.0
82.05,0.0,0.0,0.0,0.0,0.0
82.1,0.0,0.0,0.0,0.0,0.0
82.15,0.0,0.01,0.0,0.0,0.0
82.2,0.0,0.01,0.0,0.0,0.0
82.25,0.0,0.01,0.0,0.0,0.0
82.3,0.0,0.01,0.0,0.0,0.0
82.35,0.0,0.01,0.0,0.0,0.0
82.4,0.0,0.01,0.0,0.0,0.01
82.45,0.0,0.01,0.0,0.0,0.01
82.5,0.01,0.01,0.0,0.0,0.01
82.55,0.01,0.01,0.0,0.0,0.01
82.6,0.01,0.01,0.0,0.0,0.01
82.65,0.01,0.01,0.0,0.0,0.01
82.7,0.01,0.02,0.0,0.0,0.01
82.75,0.02,0.02,0.0,0.0,0.01
82.8,0.02,0.02,0.0,0.0,0.02
82.85,0.02,0.02,0.0,0.0,0.02
82.9,0.02,0.02,0.0,0.0,0.02
82.95,0.03,0.02,0.0,0.0,0.02
83.0,0.03,0.02,0.0,0.0,0.02
83.05,0.03,0.02,0.0,0.0,0.02
83.1,0.02,0.02,0.0,0.0,0.02
83.15,0.02,0.02,0.0,0.0,0.02
83.2,0.02,0.02,0.0,0.0,0.02
83.25,0.02,0.02,0.0,0.0,0.02
83.3,0.02,0.02,0.0,0.0,0.02
83.35,0.01,0.02,0.0,0.0,0.02
83.4,0.02,0.02,0.0,0.0,0.02
83.45,0.02,0.02,0.0,0.0,0.02
83.5,0.02,0.03,0.0,0.0,0.02
83.55,0.02,0.03,0.0,0.0,0.02
83.6,0.03,0.03,0.0,0.0,0.02
83.65,0.03,0.03,0.0,0.0,0.02
83.7,0.03,0.03,0.0,0.0,0.03
83.75,0.03,0.03,0.0,0.0,0.03
83.8,0.03,0.03,0.0,0.0,0.03
83.85,0.04,0.03,0.0,0.0,0.03
83.9,0.04,0.04,0.0,0.0,0.03
83.95,0.04,0.04,0.0,0.0,0.03
84.0,0.05,0.04,0.0,0.0,0.03
84.05,0.05,0.04,0.0,0.0,0.03
84.1,0.05,0.04,0.0,0.0,0.03
84.15,0.05,0.04,0.0,0.0,0.03
84.2,0.05,0.04,0.0,0.0,0.03
84.25,0.04,0.04,0.0,0.0,0.03
84.3,0.04,0.04,0.0,0.0,0.03
84.35,0.03,0.04,0.0,0.0,0.03
84.4,0.03,0.04,0.0,0.0,0.03
84.45,0.03,0.04,0.0,0.0,0.03
84.5,0.03,0.04,0.0,0.0,0.04
84.55,0.04,0.04,0.0,0.0,0.04
84.6,0.04,0.04,0.0,0.0,0.04
84.65,0.05,0.05,0.0,0.0,0.04
84.7,0.06,0.05,0.0,0.0,0.04
84.75,0.06,0.05,0.0,0.0,0.05
84.8,0.07,0.05,0.0,0.0,0.05
84.85,0.07,0.05,0.0,0.0,0.05
84.9,0.08,0.05,0.0,0.0,0.05
84.95,0.07,0.05,0.0,0.0,0.05
85.0,0.07,0.05,0.0,0.0,0.05
85.05,0.06,0.05,0.0,0.0,0.04
85.1,0.05,0.05,0.0,0.0,0.04
85.15,0.04,0.04,0.0,0.0,0.04
85.2,0.04,0.04,0.0,0.0,0.04
85.25,0.03,0.04,0.0,0.0,0.03
85.3,0.03,0.04,0.0,0.0,0.03
85.35,0.02,0.04,0.0,0.0,0.03
85.4,0.02,0.03,0.0,0.0,0.03
85.45,0.02,0.03,0.0,0.0,0.03
85.5,0.02,0.03,0.0,0.0,0.03
85.55,0.02,0.03,0.01,0.0,0.03
85.6,0.02,0.03,0.01,0.0,0.03
85.65,0.03,0.03,0.01,0.0,0.03
85.7,0.03,0.03,0.01,0.0,0.03
85.75,0.03,0.03,0.01,0.0,0.03
85.8,0.03,0.03,0.01,0.0,0.03
85.85,0.04,0.03,0.01,0.0,0.03
85.9,0.04,0.03,0.01,0.0,0.03
85.95,0.04,0.04,0.01,0.0,0.03
86.0,0.04,0.04,0.01,0.0,0.03
86.05,0.04,0.04,0.01,0.0,0.03
86.1,0.04,0.04,0.01,0.0,0.03
86.15,0.04,0.04,0.01,0.0,0.03
86.2,0.04,0.04,0.01,0.0,0.03
86.25,0.05,0.04,0.01,0.0,0.03
86.3,0.04,0.04,0.01,0.0,0.03
86.35,0.04,0.04,0.01,0.0,0.03
86.4,0.04,0.04,0.01,0.0,0.03
86.45,0.04,0.03,0.01,0.0,0.03
86.5,0.03,0.03,0.01,0.0,0.03
86.55,0.03,0.03,0.01,0.0,0.03
86.6,0.03,0.03,0.01,0.0,0.02
86.65,0.03,0.03,0.01,0.0,0.02
86.7,0.02,0.03,0.01,0.0,0.02
86.75,0.02,0.03,0.01,0.0,0.02
86.8,0.02,0.02,0.01,0.0,0.02
86.85,0.02,0.02,0.01,0.0,0.02
86.9,0.01,0.02,0.01,0.0,0.01
86.95,0.01,0.02,0.01,0.0,0.01
87.0,0.01,0.02,0.01,0.0,0.01
87.05,0.01,0.02,0.01,0.0,0.01
87.1,0.01,0.02,0.01,0.0,0.01
87.15,0.01,0.02,0.01,0.0,0.01
87.2,0.01,0.01,0.01,0.0,0.01
87.25,0.01,0.01,0.01,0.0,0.01
87.3,0.01,0.01,0.01,0.0,0.01
87.35,0.01,0.01,0.01,0.0,0.01
87.4,0.01,0.01,0.01,0.0,0.01
87.45,0.01,0.01,0.01,0.0,0.01
87.5,0.01,0.01,0.01,0.0,0.01
87.55,0.01,0.01,0.01,0.0,0.01
87.6,0.01,0.01,0.01,0.0,0.01
87.65,0.01,0.01,0.01,0.0,0.01
87.7,0.01,0.01,0.01,0.0,0.01
87.75,0.01,0.01,0.01,0.0,0.01
87.8,0.01,0.02,0.01,0.0,0.01
87.85,0.01,0.02,0.01,0.0,0.01
87.9,0.01,0.02,0.01,0.0,0.01
87.95,0.01,0.02,0.01,0.0,0.01
88.0,0.01,0.02,0.01,0.0,0.01
88.05,0.01,0.02,0.01,0.0,0.02
88.1,0.01,0.03,0.01,0.0,0.02
88.15,0.01,0.03,0.01,0.0,0.02
88.2,0.02,0.03,0.01,0.0,0.03
88.25,0.03,0.04,0.01,0.0,0.03
88.3,0.04,0.04,0.01,0.0,0.03
88.35,0.05,0.05,0.01,0.0,0.04
88.4,0.06,0.05,0.01,0.0,0.04
88.45,0.07,0.05,0.01,0.0,0.05
88.5,0.08,0.06,0.01,0.0,0.05
88.55,0.09,0.06,0.01,0.0,0.05
88.6,0.1,0.06,0.01,0.0,0.05
88.65,0.09,0.06,0.01,0.0,0.05
88.7,0.09,0.06,0.01,0.0,0.05
88.75,0.08,0.06,0.01,0.0,0.05
88.8,0.07,0.06,0.01,0.0,0.05
88.85,0.06,0.06,0.01,0.0,0.05
88.9,0.05,0.05,0.01,0.0,0.05
88.95,0.04,0.05,0.01,0.0,0.04
89.0,0.04,0.05,0.01,0.0,0.04
89.05,0.03,0.05,0.01,0.0,0.04
89.1,0.03,0.05,0.01,0.0,0.04
89.15,0.03,0.05,0.01,0.0,0.04
89.2,0.04,0.05,0.01,0.0,0.04
89.25,0.05,0.05,0.01,0.0,0.04
89.3,0.05,0.05,0.01,0.0,0.04
89.35,0.06,0.05,0.01,0.0,0.04
89.4,0.07,0.05,0.01,0.0,0.04
89.45,0.07,0.05,0.01,0.0,0.04
89.5,0.07,0.04,0.01,0.0,0.04
89.55,0.06,0.04,0.01,0.0,0.03
89.6,0.05,0.04,0.01,0.0,0.03
89.65,0.04,0.04,0.01,0.0,0.03
89.7,0.03,0.03,0.01,0.0,0.03
89.75,0.03,0.03,0.01,0.0,0.02
89.8,0.02,0.03,0.01,0.0,0.02
89.85,0.01,0.03,0.01,0.0,0.02
89.9,0.01,0.02,0.01,0.0,0.02
89.95,0.01,0.02,0.01,0.0,0.01
