2theta,intensity,b1,b2,h,k,l,phase,phase_idx
62.72523618858901,28.63229410467984,0.0048945,3.5388221439999998e-09,8,0,-2,CaNi(PO3)4_15_sym,0
62.96921019246092,42.17102631720909,0.0048945,3.588728836e-09,7,3,-3,CaNi(PO3)4_15_sym,0
63.193999508280974,2.7149606004210094,0.0048945,3.6351252639999998e-09,6,4,-2,CaNi(PO3)4_15_sym,0
63.298467272487876,3.0574962617527324,0.0048945,3.656862784e-09,7,3,-2,CaNi(PO3)4_15_sym,0
64.68029213356444,0.22596157462411207,0.0048945,3.952008225e-09,2,4,-5,CaNi(PO3)4_15_sym,0
63.63908821815185,9.820007791465777,0.0048945,3.728201481e-09,6,4,-3,CaNi(PO3)4_15_sym,0
65.08550796354206,2.7661391144690612,0.0048945,4.0413991839999996e-09,6,2,-6,CaNi(PO3)4_15_sym,0
64.97256817857675,0.7592993081779542,0.0048945,4.016263875999999e-09,4,4,-5,CaNi(PO3)4_15_sym,0
65.95835553084574,15.186038143360955,0.0048945,4.238270404e-09,3,3,-6,CaNi(PO3)4_15_sym,0
64.66930807705951,42.51480411186809,0.0048945,3.949494025e-09,7,3,-4,CaNi(PO3)4_15_sym,0
64.44954510128846,17.50072414861943,0.0048945,3.901626369e-09,0,6,0,CaNi(PO3)4_15_sym,0
65.26478362831654,80.14928146328695,0.0048945,4.081293225000001e-09,4,4,2,CaNi(PO3)4_15_sym,0
65.62581907550398,0.17050516911980793,0.0048945,4.162572323999999e-09,6,0,2,CaNi(PO3)4_15_sym,0
64.77557209142425,3.7410125170374764,0.0048945,3.972906961e-09,6,4,-1,CaNi(PO3)4_15_sym,0
65.50350689818885,14.148733402831276,0.0048945,4.134875808999999e-09,1,5,3,CaNi(PO3)4_15_sym,0
65.77698240534414,0.47987562853964427,0.0048945,4.1968370890000005e-09,5,3,2,CaNi(PO3)4_15_sym,0
66.10482159851881,5.277646542977325,0.0048945,4.2719296e-09,7,1,-6,CaNi(PO3)4_15_sym,0
66.65422429532092,25.550599320326562,0.0048945,4.399801561e-09,5,1,3,CaNi(PO3)4_15_sym,0
65.45353470931306,3.1943476689705017,0.0048945,4.123694656e-09,0,6,1,CaNi(PO3)4_15_sym,0
67.17367429679656,23.338875522700796,0.0048945,4.522831504e-09,1,3,5,CaNi(PO3)4_15_sym,0
65.64014255400737,10.411282363547885,0.0048945,4.165798848999999e-09,7,3,-1,CaNi(PO3)4_15_sym,0
65.63222148344093,5.394365726690541,0.0048945,4.163991841e-09,8,2,-3,CaNi(PO3)4_15_sym,0
67.49279719274473,25.151462945089268,0.0048945,4.599416760999999e-09,4,0,4,CaNi(PO3)4_15_sym,0
66.0882943803824,2.9073327338288126,0.0048945,4.268139561e-09,6,4,-4,CaNi(PO3)4_15_sym,0
66.35728185764819,5.93513393786258,0.0048945,4.330429636e-09,3,5,-4,CaNi(PO3)4_15_sym,0
67.98634731146849,0.3560858290469373,0.0048945,4.719690000000001e-09,2,2,5,CaNi(PO3)4_15_sym,0
67.346710129671,1.4786280903285796,0.0048945,4.564218480999999e-09,5,3,-6,CaNi(PO3)4_15_sym,0
66.54422266372448,19.74062271695279,0.0048945,4.373970496000001e-09,8,2,-4,CaNi(PO3)4_15_sym,0
67.16881703508777,0.1144124520290141,0.0048945,4.5216210490000005e-09,1,5,-4,CaNi(PO3)4_15_sym,0
66.40429365472122,3.008807755068097,0.0048945,4.341360321000001e-09,5,5,-2,CaNi(PO3)4_15_sym,0
68.71719257792927,41.01061113234891,0.0048945,4.901260081e-09,3,1,-7,CaNi(PO3)4_15_sym,0
66.55934216655862,9.604051752160084,0.0048945,4.377542569e-09,2,6,-1,CaNi(PO3)4_15_sym,0
68.73395517610142,1.4203308102351666,0.0048945,4.905461521e-09,0,2,6,CaNi(PO3)4_15_sym,0
66.70922043449379,7.7632090481830165,0.0048945,4.412679183999999e-09,8,2,-2,CaNi(PO3)4_15_sym,0
68.60085078332509,0.012574668373273262,0.0048945,4.87204e-09,5,1,-7,CaNi(PO3)4_15_sym,0
67.07457077940077,0.06855160836371929,0.0048945,4.499189776000001e-09,2,6,0,CaNi(PO3)4_15_sym,0
67.19783049084177,60.78117463537096,0.0048945,4.5286170249999995e-09,5,5,-1,CaNi(PO3)4_15_sym,0
68.72976383680728,15.682743369318342,0.0048945,4.904481023999999e-09,3,3,4,CaNi(PO3)4_15_sym,0
67.5878078256384,1.8913249084260697,0.0048945,4.622368144e-09,5,5,-3,CaNi(PO3)4_15_sym,0
68.02192791383786,60.07601168150402,0.0048945,4.7283501690000005e-09,3,5,2,CaNi(PO3)4_15_sym,0
